"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 22 07:19:21 UTC 2026","Wed Apr 22 07:19:28 UTC 2026","7078","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","buy new asset adds it to portfolio and shows vender spinbutton @smoke @p0 @portfolio",""
"passed","Wed Apr 22 07:19:15 UTC 2026","Wed Apr 22 07:19:16 UTC 2026","1063","chromium","example.spec.ts","","","","has title",""
"passed","Wed Apr 22 07:19:27 UTC 2026","Wed Apr 22 07:19:33 UTC 2026","6476","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","sell all units removes asset from portfolio and restores balance @smoke @p0 @portfolio",""
"passed","Wed Apr 22 07:19:28 UTC 2026","Wed Apr 22 07:19:35 UTC 2026","6919","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","buying beyond available balance results in negative balance (known bug) @p1 @portfolio",""
"passed","Wed Apr 22 07:19:18 UTC 2026","Wed Apr 22 07:19:27 UTC 2026","9227","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","buy existing portfolio asset increases units and decreases balance @smoke @p0 @portfolio",""
"passed","Wed Apr 22 07:19:15 UTC 2026","Wed Apr 22 07:19:16 UTC 2026","1163","chromium","example.spec.ts","","","","get started link",""
"passed","Wed Apr 22 07:19:17 UTC 2026","Wed Apr 22 07:19:21 UTC 2026","3544","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","portfolio page overview and asset detail panel @smoke @p0 @portfolio",""
