"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 08 06:32:13 UTC 2026","Sat Aug 08 06:32:16 UTC 2026","3442","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","portfolio page overview and asset detail panel @smoke @p0 @portfolio",""
"passed","Sat Aug 08 06:32:13 UTC 2026","Sat Aug 08 06:32:22 UTC 2026","9144","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","buy existing portfolio asset increases units and decreases balance @smoke @p0 @portfolio",""
"passed","Sat Aug 08 06:32:10 UTC 2026","Sat Aug 08 06:32:11 UTC 2026","978","chromium","example.spec.ts","","","","has title",""
"passed","Sat Aug 08 06:32:23 UTC 2026","Sat Aug 08 06:32:30 UTC 2026","6891","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","buying beyond available balance results in negative balance (known bug) @p1 @portfolio",""
"passed","Sat Aug 08 06:32:16 UTC 2026","Sat Aug 08 06:32:23 UTC 2026","7046","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","buy new asset adds it to portfolio and shows vender spinbutton @smoke @p0 @portfolio",""
"passed","Sat Aug 08 06:32:10 UTC 2026","Sat Aug 08 06:32:11 UTC 2026","1115","chromium","example.spec.ts","","","","get started link",""
"passed","Sat Aug 08 06:32:22 UTC 2026","Sat Aug 08 06:32:28 UTC 2026","6463","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","sell all units removes asset from portfolio and restores balance @smoke @p0 @portfolio",""
