"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 12 07:02:59 UTC 2026","Sun Apr 12 07:03:02 UTC 2026","3486","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","portfolio page overview and asset detail panel @smoke @p0 @portfolio",""
"passed","Sun Apr 12 07:03:02 UTC 2026","Sun Apr 12 07:03:10 UTC 2026","7076","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","buy new asset adds it to portfolio and shows vender spinbutton @smoke @p0 @portfolio",""
"passed","Sun Apr 12 07:03:08 UTC 2026","Sun Apr 12 07:03:15 UTC 2026","6476","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","sell all units removes asset from portfolio and restores balance @smoke @p0 @portfolio",""
"passed","Sun Apr 12 07:02:58 UTC 2026","Sun Apr 12 07:02:59 UTC 2026","1007","chromium","example.spec.ts","","","","get started link",""
"passed","Sun Apr 12 07:03:10 UTC 2026","Sun Apr 12 07:03:16 UTC 2026","6919","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","buying beyond available balance results in negative balance (known bug) @p1 @portfolio",""
"passed","Sun Apr 12 07:02:58 UTC 2026","Sun Apr 12 07:02:59 UTC 2026","874","chromium","example.spec.ts","","","","has title",""
"passed","Sun Apr 12 07:02:59 UTC 2026","Sun Apr 12 07:03:08 UTC 2026","9207","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","buy existing portfolio asset increases units and decreases balance @smoke @p0 @portfolio",""
