"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 19 06:24:13 UTC 2026","Wed Aug 19 06:24:14 UTC 2026","1051","chromium","example.spec.ts","","","","has title",""
"passed","Wed Aug 19 06:24:15 UTC 2026","Wed Aug 19 06:24:18 UTC 2026","2845","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","portfolio page overview and asset detail panel @smoke @p0 @portfolio",""
"passed","Wed Aug 19 06:24:23 UTC 2026","Wed Aug 19 06:24:29 UTC 2026","5774","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","sell all units removes asset from portfolio and restores balance @smoke @p0 @portfolio",""
"passed","Wed Aug 19 06:24:15 UTC 2026","Wed Aug 19 06:24:23 UTC 2026","7909","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","buy existing portfolio asset increases units and decreases balance @smoke @p0 @portfolio",""
"passed","Wed Aug 19 06:24:13 UTC 2026","Wed Aug 19 06:24:14 UTC 2026","1278","chromium","example.spec.ts","","","","get started link",""
"passed","Wed Aug 19 06:24:18 UTC 2026","Wed Aug 19 06:24:24 UTC 2026","6383","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","buy new asset adds it to portfolio and shows vender spinbutton @smoke @p0 @portfolio",""
"passed","Wed Aug 19 06:24:24 UTC 2026","Wed Aug 19 06:24:30 UTC 2026","6215","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","buying beyond available balance results in negative balance (known bug) @p1 @portfolio",""
