"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 24 07:47:42 UTC 2026","Fri Apr 24 07:47:43 UTC 2026","1109","chromium","example.spec.ts","","","","get started link",""
"passed","Fri Apr 24 07:47:46 UTC 2026","Fri Apr 24 07:47:53 UTC 2026","6960","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","buy new asset adds it to portfolio and shows vender spinbutton @smoke @p0 @portfolio",""
"passed","Fri Apr 24 07:47:52 UTC 2026","Fri Apr 24 07:47:59 UTC 2026","6352","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","sell all units removes asset from portfolio and restores balance @smoke @p0 @portfolio",""
"passed","Fri Apr 24 07:47:43 UTC 2026","Fri Apr 24 07:47:46 UTC 2026","2958","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","portfolio page overview and asset detail panel @smoke @p0 @portfolio",""
"passed","Fri Apr 24 07:47:44 UTC 2026","Fri Apr 24 07:47:52 UTC 2026","8599","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","buy existing portfolio asset increases units and decreases balance @smoke @p0 @portfolio",""
"passed","Fri Apr 24 07:47:42 UTC 2026","Fri Apr 24 07:47:43 UTC 2026","978","chromium","example.spec.ts","","","","has title",""
"passed","Fri Apr 24 07:47:53 UTC 2026","Fri Apr 24 07:48:00 UTC 2026","6798","chromium","portfolio/portfolio.spec.ts","Portfolio @portfolio","","","buying beyond available balance results in negative balance (known bug) @p1 @portfolio",""
